,City,Country,Date,Latitude,Longitude,Max Temperature,Humidity,Cloudiness,Wind Speed
356,Namatanai,PG,1616296111,-3.6667,152.4333,86.76,63,88,7.81
357,Jieshi,CN,1616296119,22.8134,115.8257,68.0,73,98,3.0
358,Belmonte,BR,1616296400,-15.8631,-38.8828,73.4,94,75,3.44
359,Naze,JP,1616296127,28.3667,129.4833,66.2,82,75,4.61
360,Jalu,LY,1616296400,29.0331,21.5482,75.09,15,96,9.71
361,St. George's,GD,1616296400,12.0564,-61.7485,77.0,83,20,6.91
362,Huejuquilla el Alto,MX,1616296401,22.6,-103.8667,54.36,32,0,4.41
363,Kamenka,RU,1616296380,51.3223,42.7678,18.93,95,92,4.74
364,Mumford,GH,1616296401,5.2618,-0.759,79.27,83,100,6.91
365,Sarangani,PH,1616296401,5.4033,125.4636,83.75,74,100,18.23
366,Yatou,CN,1616296402,37.15,122.3833,42.85,37,0,23.82
367,Kilindoni,TZ,1616296402,-7.9139,39.6668,81.46,73,14,3.24
368,Whitehorse,CA,1616296402,60.7161,-135.0538,21.2,49,75,8.05
369,Port Elizabeth,ZA,1616296126,-33.918,25.5701,64.4,82,40,16.11
370,Yaan,NG,1616296402,7.3833,8.5667,76.28,76,88,4.43
371,Montepuez,MZ,1616296403,-13.1256,38.9997,67.86,98,14,2.28
372,Little Current,CA,1616296403,45.9793,-81.9248,35.6,69,0,3.44
373,Itoman,JP,1616296403,26.1247,127.6694,69.8,78,75,18.41
374,Sitka,US,1616296123,57.0531,-135.33,37.4,65,90,17.27
375,Qena,EG,1616296404,26.1615,32.7183,69.8,32,0,3.09
376,Merauke,ID,1616296404,-8.4667,140.3333,85.73,70,65,7.76
377,Kutum,SD,1616296404,14.2,24.6667,67.64,22,0,8.57
378,La Santisima Trinidad,BO,1616296123,-14.8333,-64.9,72.81,97,100,2.33
379,Lashio,MM,1616296405,22.9333,97.75,85.95,20,62,2.26
380,‘Ewa Beach,US,1616296305,21.3156,-158.0072,78.8,57,20,10.36
381,New Waterford,US,1616296405,40.8451,-80.6145,48.2,27,1,4.36
382,Ierapetra,GR,1616296405,35.01,25.7353,59.0,78,0,3.8
383,Kiunga,PG,1616296406,-6.1219,141.2906,79.63,77,100,5.73
384,Homer,US,1616296151,59.6425,-151.5483,28.4,69,90,13.8
385,Hargeisa,SO,1616296165,9.56,44.065,60.75,47,0,8.3
386,Schruns,AT,1616296406,47.0709,9.9475,19.99,100,55,3.36
387,Sola,VU,1616296407,-13.8833,167.55,81.95,70,100,8.32
388,Tiarei,PF,1616296322,-17.5333,-149.3333,86.0,70,20,12.66
389,Mlonggo,ID,1616296407,-6.5333,110.7,86.0,74,20,6.91
390,Nuoro,IT,1616296407,40.3211,9.3297,48.2,53,75,36.82
391,Tan An,VN,1616296408,10.5333,106.4167,87.8,62,40,5.75
392,Antofagasta,CL,1616296408,-23.65,-70.4,62.6,82,20,5.75
393,Paamiut,GL,1616296408,61.994,-49.6678,23.58,91,100,26.19
394,Correntina,BR,1616296408,-13.3433,-44.6367,68.09,87,15,3.51
395,Pacific Grove,US,1616296409,36.6177,-121.9166,51.01,80,16,5.99
396,Bereda,ES,1616296409,43.2686,-7.5406,32.0,79,0,6.78
397,Chapais,CA,1616296409,49.7834,-74.8492,37.4,48,1,6.91
398,Esperance,AU,1616296266,-33.8667,121.9,78.8,44,0,9.22
399,Cabo San Lucas,MX,1616295871,22.8909,-109.9124,75.2,23,1,8.52
400,Dicabisagan,PH,1616296410,17.0818,122.4157,82.98,75,59,5.26
401,Okha,RU,1616296410,53.5739,142.9478,27.88,77,100,16.44
402,Nānākuli,US,1616296410,21.3906,-158.1547,78.8,57,20,10.36
403,Paoua,CF,1616296410,7.2427,16.4406,74.61,68,100,5.53
404,Ashington,GB,1616296411,50.9331,-0.3909,46.0,17,41,5.99
405,Graham,US,1616296199,47.0529,-122.2943,45.0,61,90,8.05
406,Nuuk,GL,1616296269,64.1835,-51.7216,28.4,86,90,3.24
407,Mehamn,NO,1616296411,71.0357,27.8492,30.54,74,100,19.64
408,The Valley,AI,1616296363,18.217,-63.0578,77.0,73,20,12.66
409,Doha,QA,1616296306,25.2867,51.5333,69.8,46,0,10.36
410,Hamilton,US,1616296412,39.1834,-84.5333,46.0,70,1,3.44
411,Ubari,LY,1616296412,26.5921,12.7805,69.26,10,0,14.65
412,Vila Velha,BR,1616295885,-20.3297,-40.2925,81.0,88,75,4.61
413,Bongandanga,CD,1616296412,1.5,21.05,70.25,98,100,2.15
414,Keti Bandar,PK,1616296413,24.1447,67.4497,78.19,72,0,11.14
415,São Filipe,CV,1616296135,14.8961,-24.4956,70.7,71,96,5.19
416,Lenger,KZ,1616296413,42.183,69.8839,44.6,100,90,4.47
417,Ondjiva,AO,1616296413,-17.0667,15.7333,68.65,84,99,3.42
418,Innisfail,AU,1616296413,-17.5333,146.0333,83.07,76,99,5.88
419,Aklavik,CA,1616296352,68.2191,-135.0107,-4.0,59,42,4.61
420,Yenotayevka,RU,1616296414,47.2456,47.0281,32.02,98,100,5.14
421,Nouadhibou,MR,1616296403,20.931,-17.0347,60.8,72,98,21.85
422,Teahupoo,PF,1616296414,-17.8333,-149.2667,86.0,70,20,12.66
423,Mumbwa,ZM,1616296414,-14.9783,27.0619,61.25,97,4,3.94
424,Yicheng,CN,1616296415,31.3705,119.8703,50.0,87,99,5.01
425,Alihe,CN,1616296415,50.5667,123.7167,30.6,53,0,5.84
426,Byron Bay,AU,1616296226,-28.65,153.6167,72.0,94,90,16.11
427,Batemans Bay,AU,1616296415,-35.7167,150.1833,61.0,95,100,1.01
428,Devonport,AU,1616296416,-41.1667,146.35,72.0,55,62,4.0
429,Kampene,CD,1616296416,-3.6,26.6667,67.26,97,88,0.25
430,Amuntai,ID,1616296416,-2.4177,115.2494,90.9,62,75,1.83
431,Séguéla,CI,1616296417,7.9611,-6.6731,74.91,77,60,5.37
432,Ngorongoro,TZ,1616296417,-3.2397,35.4875,51.13,95,49,5.55
433,Caraúbas,BR,1616296417,-5.7925,-37.5567,75.07,80,40,5.75
434,Talnakh,RU,1616296129,69.4865,88.3972,-18.17,68,17,7.49
435,Podgornoye,RU,1616296417,51.735,39.1496,28.4,100,90,2.24
436,Russell,US,1616296418,32.3502,-85.1999,51.8,37,1,3.44
437,Linda,US,1616296418,39.1277,-121.5508,55.4,41,1,3.44
438,Moerai,PF,1616296418,-22.4333,-151.3333,78.93,68,30,9.71
439,Phan Thiet,VN,1616296419,10.9333,108.1,86.11,60,55,8.63
440,Dawson Creek,CA,1616296419,55.7666,-120.2362,24.8,58,20,4.61
441,Isperih,BG,1616296419,43.7167,26.8333,37.99,76,100,4.0
442,Evensk,RU,1616296419,61.95,159.2333,-1.66,64,3,1.66
443,Dobrinka,RU,1616296420,52.1653,40.4731,19.72,93,81,4.09
444,Nouakchott,MR,1616296420,18.0858,-15.9785,66.2,82,62,12.66
445,Jardim,BR,1616296375,-21.4803,-56.1381,72.45,95,24,2.66
446,Olinda,BR,1616296420,-8.0089,-34.8553,77.0,73,40,5.75
447,Otacílio Costa,BR,1616296421,-27.4831,-50.1219,66.52,96,96,4.21
448,Saint George,US,1616296128,37.1041,-113.5841,59.0,36,1,20.71
449,Mahanoro,MG,1616296421,-19.9,48.8,73.78,90,39,6.62
450,Lorengau,PG,1616296118,-2.0226,147.2712,86.04,68,93,6.24
451,Codrington,AU,1616296139,-38.2667,141.9667,65.98,82,100,8.63
452,Yumen,CN,1616296120,40.2833,97.2,34.66,22,0,10.2
453,Rio Grande,BR,1616296086,-32.035,-52.0986,71.01,97,100,3.0
454,Yulara,AU,1616296422,-25.2406,130.9889,66.2,94,75,10.36
455,Verkhnyaya Sinyachikha,RU,1616296422,57.976,61.6673,11.68,96,96,4.88
456,Tūkrah,LY,1616296422,32.5341,20.5791,67.91,38,0,11.86
457,Coldwater,US,1616296163,41.9403,-85.0005,39.0,60,1,7.27
458,Cairns,AU,1616296330,-16.9167,145.7667,89.01,58,96,8.05
459,Kresek,ID,1616296423,-6.1314,106.3797,89.01,66,40,9.22
460,Brigantine,US,1616296423,39.4101,-74.3646,39.0,75,1,5.7
461,Nortelândia,BR,1616296423,-14.4547,-56.8028,71.69,96,83,2.55
462,Pūrna,IN,1616296206,19.1833,77.05,82.06,30,33,5.1
463,Pitimbu,BR,1616296423,-7.4706,-34.8086,77.0,88,20,3.44
464,Beihai,CN,1616296424,21.4833,109.1,62.73,72,100,25.01
465,Bismarck,US,1616296134,46.8083,-100.7837,51.8,40,1,10.36
466,Jumla,NP,1616296424,29.2747,82.1838,55.24,43,0,0.51
467,Omsukchan,RU,1616296424,62.5333,155.8,5.77,64,0,3.6
468,Fuyu,CN,1616296425,45.1833,124.8167,36.23,54,52,15.21
469,Redlands,US,1616296344,34.0556,-117.1825,60.8,44,40,11.5
470,Talara,PE,1616296425,-4.5772,-81.2719,75.24,81,32,8.37
471,Cam Ranh,VN,1616296425,11.9214,109.1591,84.2,74,20,6.91
472,El Seibo,DO,1616296426,18.7641,-69.0375,69.8,100,20,6.89
473,Karlstad,SE,1616296426,59.3793,13.5036,37.4,48,0,11.5
474,Marrakesh,MA,1616296426,31.6315,-8.0083,46.4,81,75,3.44
475,Imperial,US,1616296426,33.0334,-115.4175,69.8,32,1,21.85
476,Moose Factory,CA,1616296304,51.2585,-80.6094,42.8,42,1,8.05
477,Faya,SA,1616296427,18.3851,42.4509,59.0,40,0,3.6
478,Ust-Tsilma,RU,1616296427,65.441,52.1498,4.6,95,99,4.85
479,Vardø,NO,1616296427,70.3705,31.1107,30.69,88,87,14.74
480,Biaora,IN,1616296428,23.8667,76.9167,81.52,30,0,6.13
481,Carlyle,US,1616296428,38.6103,-89.3726,50.0,65,0,1.99
482,Mbandaka,CD,1616296428,0.0487,18.2603,70.0,96,100,5.48
483,Mwene-Ditu,CD,1616296428,-7.0,23.45,65.79,94,100,3.04
484,Helong,CN,1616296429,42.5397,128.9972,38.07,61,78,14.03
485,Yerbogachën,RU,1616296429,61.2767,108.0108,-19.34,83,0,5.53
486,Ilhéus,BR,1616296429,-14.7889,-39.0494,73.44,91,56,4.94
487,Bonavista,CA,1616296430,48.6499,-53.1147,23.0,79,76,9.22
488,Kichera,RU,1616296430,55.9375,110.0997,24.33,92,100,8.25
489,Havelock,US,1616296430,34.8791,-76.9013,46.99,81,90,16.11
490,Algodones,MX,1616296430,20.3888,-105.4773,72.0,88,1,3.4
491,Broken Hill,AU,1616296128,-31.95,141.4333,73.4,56,100,9.22
492,Karpathos,GR,1616296431,35.507,27.2132,59.0,88,0,17.27
493,Palma Soriano,CU,1616296431,20.2172,-75.9989,77.0,78,20,2.3
494,Salalah,OM,1616296431,17.0151,54.0924,73.4,46,0,4.61
495,Ugoofaaru,MV,1616296432,5.6667,73.0,83.16,69,51,8.12
496,Ibotirama,BR,1616296145,-12.1853,-43.2206,69.85,88,100,2.98
497,Oddur,SO,1616296432,4.1213,43.8894,75.02,78,63,17.83
498,Uzunovo,RU,1616296432,54.5386,38.6173,14.49,95,1,8.43
499,Natal,BR,1616296433,-5.795,-35.2094,78.8,83,40,6.91
500,Teya,RU,1616296433,60.3778,92.6267,25.68,92,100,5.57
501,Vlotho,DE,1616296433,52.1653,8.86,41.0,93,100,12.66
502,Sioux Lookout,CA,1616296434,50.1001,-91.917,48.2,53,20,8.05
503,Keffi,NG,1616296434,8.8486,7.8736,73.4,88,20,3.44
504,Zyryanka,RU,1616296434,65.75,150.85,4.64,76,34,9.8
505,Uptar,RU,1616296434,59.75,150.9167,6.08,77,67,4.12
506,Irati,BR,1616296297,-25.4672,-50.6511,65.21,98,32,1.7
507,Antalaha,MG,1616296435,-14.9003,50.2788,73.54,90,22,5.68
508,Chatrā,IN,1616296435,24.2167,84.8667,73.4,68,40,4.9
509,Grindavik,IS,1616296435,63.8424,-22.4338,41.0,81,90,27.63
510,Isiro,CD,1616296435,2.7739,27.616,67.66,99,100,3.36
511,Les Cayes,HT,1616296220,18.2,-73.75,73.65,80,45,3.8
512,Östersund,SE,1616296436,63.1792,14.6357,30.0,74,75,26.46
513,Kismayo,SO,1616296436,-0.3582,42.5454,78.39,82,8,10.76
514,Sur,OM,1616296436,22.5667,59.5289,82.6,35,0,3.11
515,Challapata,BO,1616296284,-18.9,-66.7667,52.77,53,97,5.7
516,Bambanglipuro,ID,1616296437,-7.95,110.2833,85.17,68,1,9.4
517,Prince Albert,CA,1616296139,53.2001,-105.7677,41.0,56,20,2.3
518,Makakilo City,US,1616296000,21.3469,-158.0858,78.8,57,20,10.36
519,Toftlund,DK,1616296437,55.1886,9.0693,39.99,81,75,20.71
520,Port Moresby,PG,1616296437,-9.4431,147.1797,89.6,70,40,11.5
521,Lucero,PH,1616296438,16.4051,119.9124,83.41,72,7,7.2
522,Palmer,US,1616296409,42.1584,-72.3287,34.0,74,1,2.48
523,Ranfurly,NZ,1616296438,-45.1333,170.1,64.0,61,29,1.74
524,Riyadh,SA,1616296266,24.6877,46.7219,62.6,29,0,2.3
525,Tres Arroyos,AR,1616296439,-38.3739,-60.2798,55.58,80,0,6.6
526,Baie-Comeau,CA,1616296439,49.2168,-68.1489,30.2,93,1,6.91
527,Vostochnyy,RU,1616296439,55.8167,37.8667,24.8,80,0,11.18
528,Deming,US,1616296439,32.2687,-107.7586,62.6,16,1,6.91
529,Kaitangata,NZ,1616296149,-46.2817,169.8464,63.0,62,100,4.0
530,Sandwich,US,1616296440,41.6459,-88.6217,45.0,52,1,5.75
531,Berlevåg,NO,1616296440,70.8578,29.0864,31.3,76,100,20.94
532,Mahibadhoo,MV,1616296440,3.7833,72.9667,82.4,69,100,6.96
533,Orlik,RU,1616296441,52.5178,99.825,20.84,66,100,4.18
534,Chiria,IN,1616296441,22.3,85.2667,88.92,21,0,3.13
535,Kuytun,RU,1616296441,54.3419,101.5036,26.62,78,100,7.52
536,Honningsvåg,NO,1616296441,70.9821,25.9704,31.91,69,100,26.75
537,Morris,US,1616296186,40.8334,-74.5329,41.0,80,1,5.21
538,Denpasar,ID,1616296223,-8.65,115.2167,87.8,66,20,12.66
539,Oktyabr'skoye,RU,1616296442,43.0645,44.7417,35.6,100,100,4.47
540,Kondoa,TZ,1616296442,-4.9,35.7833,60.46,95,61,4.5
541,Dryden,CA,1616296442,49.7833,-92.7503,50.0,46,1,14.97
542,Aitape,PG,1616296443,-3.1374,142.3475,84.72,74,96,1.48
543,Kwekwe,ZW,1616296284,-18.9281,29.8149,59.61,84,1,5.68
544,Diego de Almagro,CL,1616296443,-26.3667,-70.05,55.72,59,0,0.83
545,Verkhnevilyuysk,RU,1616296434,63.4453,120.3167,-15.99,87,100,11.43
546,High Level,CA,1616296121,58.5169,-117.136,14.0,67,75,4.61
547,Diamantino,BR,1616296443,-14.4086,-56.4461,71.98,96,67,2.77
548,Bétaré Oya,CM,1616296152,5.6,14.0833,67.98,95,100,4.97
549,Auki,SB,1616296444,-8.7676,160.7034,82.74,74,99,2.3
550,Hambantota,LK,1616296444,6.1241,81.1185,78.8,100,40,3.44
551,Labuan,MY,1616296444,5.2767,115.2417,86.0,79,40,3.44
552,Porto-Novo,BJ,1616296445,6.4965,2.6036,82.4,78,20,4.61
553,Māngrol,IN,1616296445,21.1167,70.1167,77.54,63,0,10.76
554,Huarmey,PE,1616296445,-10.0681,-78.1522,72.14,77,100,6.98
555,Dauriya,RU,1616296446,49.9333,116.8667,25.56,68,95,15.35
556,Çubuk,TR,1616296446,40.2386,33.0322,39.0,93,75,2.3
557,Bud,US,1616296446,39.447,-86.1758,46.4,42,1,3.44
558,Odesa,UA,1616296446,46.4775,30.7326,26.6,86,0,6.89
559,Verkhoyansk,RU,1616296447,67.5447,133.385,6.64,80,38,3.62
560,Saint-Joseph,RE,1616296144,-21.3667,55.6167,77.0,78,0,4.61
561,Camopi,GF,1616296447,3.1655,-52.3158,71.38,99,99,1.99
562,Falāvarjān,IR,1616296447,32.5553,51.5097,28.4,43,0,9.22
563,Goderich,CA,1616296448,43.7501,-81.7165,39.2,41,0,5.75
564,Onda,ES,1616296448,39.9667,-0.25,42.01,65,0,5.75
565,Warwick,US,1616295823,41.7001,-71.4162,39.99,64,1,4.61
566,Cessnock,AU,1616296448,-32.8333,151.35,64.99,98,100,5.01
567,Don Luan,VN,1616296448,11.5333,106.9167,85.46,63,91,3.02
568,Snyder,US,1616296449,32.7179,-100.9176,57.2,41,1,11.5
569,Rawson,AR,1616296449,-43.3002,-65.1023,57.58,69,0,8.86
570,Nizwá,OM,1616296449,22.9333,57.5333,74.25,27,0,1.83
